top_type,top_color,top_usage,top_season,bottom_type,bottom_color,bottom_usage,bottom_season,shoe_type,shoe_color,shoe_usage,shoe_season,compatibility_score,compatibility_label
Tshirts,Navy Blue,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Fall,77,Moderately Compatible
Tshirts,Green,Casual,Fall,Shorts,Navy Blue,Casual,Summer,Sports Shoes,White,Sports,Summer,49,Poor Match
Tshirts,Pink,Casual,Summer,Shorts,Black,Sports,Summer,Casual Shoes,White,Casual,Fall,52,Poor Match
Shirts,Red,Casual,Summer,Shorts,Grey,Sports,Fall,Casual Shoes,Red,Sports,Summer,38,Poor Match
Jackets,Red,Casual,Fall,Track Pants,Charcoal,Sports,Summer,Sports Shoes,White,Sports,Summer,40,Poor Match
Tshirts,Blue,Casual,Summer,Shorts,Beige,Casual,Fall,Sports Shoes,White,Sports,Fall,68,Moderately Compatible
Tshirts,Black,Casual,Summer,Trousers,Grey,Casual,Summer,Sports Shoes,Black,Sports,Summer,67,Moderately Compatible
Tshirts,Navy Blue,Casual,Fall,Jeans,Black,Casual,Fall,Casual Shoes,Brown,Casual,Summer,92,Highly Compatible
Tshirts,Grey,Casual,Summer,Trousers,Navy Blue,Casual,Fall,Casual Shoes,Black,Casual,Fall,82,Highly Compatible
Tshirts,Black,Casual,Summer,Trousers,Brown,Casual,Summer,Sports Shoes,White,Casual,Summer,93,Highly Compatible
Tshirts,White,Casual,Summer,Track Pants,Grey,Sports,Summer,Sports Shoes,White,Sports,Summer,79,Moderately Compatible
Shirts,Olive,Casual,Summer,Shorts,Navy Blue,Sports,Summer,Casual Shoes,Blue,Casual,Fall,40,Poor Match
Shirts,Red,Casual,Fall,Trousers,Grey,Casual,Fall,Formal Shoes,Black,Formal,Summer,62,Moderately Compatible
Tshirts,Purple,Casual,Fall,Shorts,Grey Melange,Sports,Summer,Sports Shoes,Blue,Sports,Summer,41,Poor Match
Tshirts,Black,Casual,Summer,Trousers,Black,Casual,Summer,Sports Shoes,Silver,Sports,Summer,63,Moderately Compatible
Tshirts,Black,Casual,Summer,Shorts,Grey Melange,Sports,Summer,Casual Shoes,Black,Casual,Summer,61,Moderately Compatible
Tshirts,Purple,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Grey,Casual,Summer,81,Highly Compatible
Sweatshirts,Black,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Brown,Casual,Winter,68,Moderately Compatible
Shirts,Red,Casual,Summer,Trousers,Navy Blue,Casual,Fall,Casual Shoes,Black,Casual,Summer,70,Moderately Compatible
Tshirts,Blue,Casual,Fall,Jeans,Blue,Casual,Summer,Formal Shoes,Black,Formal,Fall,37,Poor Match
Tshirts,Blue,Casual,Summer,Track Pants,Black,Sports,Fall,Casual Shoes,White,Casual,Fall,49,Poor Match
Tshirts,Navy Blue,Casual,Summer,Trousers,Black,Formal,Summer,Sports Shoes,Blue,Sports,Fall,38,Poor Match
Tshirts,Grey,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Brown,Casual,Winter,83,Highly Compatible
Tshirts,White,Casual,Summer,Trousers,Black,Casual,Summer,Casual Shoes,White,Casual,Fall,92,Highly Compatible
Shirts,Green,Casual,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,White,Casual,Summer,67,Moderately Compatible
Tshirts,Burgundy,Casual,Summer,Track Pants,Black,Casual,Spring,Sports Shoes,White,Sports,Summer,62,Moderately Compatible
Shirts,Red,Casual,Summer,Trousers,Black,Casual,Fall,Formal Shoes,Black,Formal,Fall,61,Moderately Compatible
Shirts,Red,Formal,Fall,Shorts,Brown,Sports,Summer,Sports Shoes,White,Sports,Summer,51,Poor Match
Shirts,Purple,Casual,Fall,Track Pants,Grey,Casual,Fall,Sports Shoes,Blue,Sports,Fall,49,Poor Match
Tshirts,White,Casual,Summer,Jeans,Blue,Casual,Fall,Casual Shoes,Black,Casual,Summer,82,Highly Compatible
Tshirts,Red,Casual,Fall,Shorts,Grey,Casual,Summer,Casual Shoes,Blue,Casual,Fall,59,Poor Match
Shirts,Purple,Formal,Fall,Jeans,Blue,Casual,Fall,Sports Shoes,Blue,Sports,Summer,24,Poor Match
Shirts,Black,Casual,Summer,Shorts,Grey,Casual,Summer,Sports Shoes,White,Sports,Fall,57,Poor Match
Kurtas,Maroon,Ethnic,Summer,Jeans,Blue,Casual,Fall,Casual Shoes,Beige,Casual,Winter,33,Poor Match
Tshirts,Red,Casual,Fall,Track Pants,Black,Sports,Fall,Sports Shoes,White,Casual,Summer,60,Moderately Compatible
Shirts,Red,Casual,Summer,Track Pants,Black,Casual,Summer,Casual Shoes,Black,Casual,Fall,67,Moderately Compatible
Tshirts,Brown,Casual,Fall,Trousers,Grey,Casual,Summer,Sports Shoes,White,Sports,Summer,60,Moderately Compatible
Shirts,Black,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Green,Casual,Summer,67,Moderately Compatible
Tshirts,Green,Casual,Summer,Track Pants,Black,Sports,Fall,Casual Shoes,Brown,Casual,Winter,41,Poor Match
Tshirts,White,Casual,Fall,Shorts,Grey,Casual,Summer,Casual Shoes,Black,Casual,Summer,77,Moderately Compatible
Tshirts,Black,Casual,Summer,Jeans,Blue,Casual,Winter,Sports Shoes,Black,Sports,Summer,48,Poor Match
Shirts,Red,Casual,Fall,Jeans,Blue,Casual,Winter,Sports Shoes,White,Sports,Summer,29,Poor Match
Tshirts,Charcoal,Casual,Summer,Shorts,Black,Casual,Fall,Casual Shoes,Brown,Casual,Winter,57,Poor Match
Tshirts,Blue,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Navy Blue,Casual,Fall,70,Moderately Compatible
Shirts,Orange,Formal,Summer,Jeans,Blue,Casual,Summer,Formal Shoes,Black,Formal,Fall,41,Poor Match
Tshirts,Blue,Casual,Fall,Trousers,Black,Casual,Summer,Casual Shoes,Navy Blue,Casual,Summer,67,Moderately Compatible
Shirts,White,Formal,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,White,Sports,Fall,32,Poor Match
Shirts,Grey,Casual,Fall,Trousers,Beige,Casual,Fall,Sports Shoes,Grey,Sports,Summer,61,Moderately Compatible
Tshirts,Green,Casual,Fall,Trousers,Beige,Casual,Fall,Casual Shoes,Navy Blue,Casual,Fall,78,Moderately Compatible
Shirts,Pink,Casual,Summer,Track Pants,Grey,Casual,Summer,Casual Shoes,Black,Casual,Summer,82,Highly Compatible
Shirts,White,Formal,Summer,Track Pants,Navy Blue,Sports,Summer,Casual Shoes,Black,Casual,Summer,67,Moderately Compatible
Tshirts,Grey,Casual,Fall,Track Pants,Charcoal,Sports,Summer,Casual Shoes,Brown,Casual,Summer,51,Poor Match
Tshirts,Black,Casual,Summer,Shorts,Blue,Casual,Summer,Sports Shoes,Silver,Sports,Summer,50,Poor Match
Tshirts,Grey,Casual,Summer,Jeans,Navy Blue,Casual,Summer,Sports Shoes,White,Sports,Summer,68,Moderately Compatible
Tshirts,Grey,Casual,Summer,Shorts,Blue,Casual,Summer,Casual Shoes,Navy Blue,Casual,Summer,83,Highly Compatible
Tshirts,Purple,Casual,Fall,Shorts,Grey,Casual,Fall,Casual Shoes,Navy Blue,Casual,Fall,79,Moderately Compatible
Tshirts,Grey,Casual,Summer,Shorts,Red,Casual,Fall,Formal Shoes,Brown,Formal,Winter,37,Poor Match
Shirts,Purple,Casual,Summer,Trousers,Khaki,Casual,Fall,Casual Shoes,White,Casual,Fall,59,Poor Match
Shirts,Red,Casual,Fall,Track Pants,Grey,Casual,Summer,Sports Shoes,White,Casual,Summer,67,Moderately Compatible
Tshirts,Blue,Casual,Summer,Shorts,Grey Melange,Sports,Summer,Casual Shoes,White,Casual,Fall,39,Poor Match
Shirts,White,Formal,Summer,Jeans,Blue,Casual,Summer,Formal Shoes,Black,Formal,Fall,52,Poor Match
Shirts,Yellow,Casual,Fall,Shorts,Black,Casual,Summer,Casual Shoes,Blue,Casual,Fall,59,Poor Match
Shirts,Grey,Casual,Fall,Jeans,Blue,Casual,Summer,Formal Shoes,Black,Formal,Summer,51,Poor Match
Sweatshirts,Purple,Casual,Fall,Trousers,Grey,Casual,Summer,Casual Shoes,Black,Casual,Fall,70,Moderately Compatible
Tshirts,Navy Blue,Casual,Summer,Shorts,Navy Blue,Sports,Summer,Casual Shoes,Black,Casual,Summer,70,Moderately Compatible
Tshirts,White,Casual,Summer,Jeans,Blue,Casual,Fall,Formal Shoes,Black,Formal,Winter,38,Poor Match
Tshirts,Purple,Casual,Fall,Shorts,Navy Blue,Sports,Summer,Sports Shoes,White,Sports,Fall,51,Poor Match
Jackets,Red,Sports,Fall,Jeans,Black,Casual,Summer,Casual Shoes,Black,Casual,Fall,51,Poor Match
Tshirts,White,Casual,Fall,Jeans,Blue,Casual,Fall,Formal Shoes,Brown,Formal,Winter,52,Poor Match
Tshirts,Brown,Casual,Fall,Shorts,Black,Sports,Winter,Sports Shoes,Black,Sports,Summer,53,Poor Match
Shirts,Green,Casual,Fall,Jeans,Blue,Casual,Fall,Casual Shoes,Beige,Casual,Winter,63,Moderately Compatible
Tshirts,Blue,Casual,Fall,Shorts,Blue,Casual,Summer,Casual Shoes,Brown,Casual,Winter,53,Poor Match
Tshirts,Green,Casual,Fall,Trousers,Grey,Casual,Summer,Casual Shoes,White,Casual,Fall,67,Moderately Compatible
Tshirts,Navy Blue,Casual,Fall,Track Pants,Black,Sports,Fall,Sports Shoes,White,Sports,Fall,79,Moderately Compatible
Shirts,Green,Casual,Fall,Track Pants,Black,Casual,Summer,Sports Shoes,Black,Casual,Summer,67,Moderately Compatible
Shirts,White,Casual,Summer,Jeans,White,Casual,Summer,Sports Shoes,White,Sports,Summer,71,Moderately Compatible
Tshirts,White,Casual,Summer,Shorts,Brown,Sports,Summer,Casual Shoes,Black,Casual,Summer,70,Moderately Compatible
Tshirts,Burgundy,Casual,Summer,Track Pants,Black,Sports,Fall,Formal Shoes,Black,Formal,Summer,35,Poor Match
Shirts,Green,Casual,Summer,Shorts,Grey,Sports,Fall,Casual Shoes,Brown,Casual,Winter,41,Poor Match
Jackets,Blue,Sports,Fall,Shorts,Black,Sports,Winter,Casual Shoes,Brown,Casual,Summer,41,Poor Match
Tshirts,Blue,Casual,Fall,Shorts,Black,Casual,Fall,Sports Shoes,Black,Sports,Summer,47,Poor Match
Tshirts,Charcoal,Casual,Summer,Track Pants,Grey,Sports,Summer,Casual Shoes,Navy Blue,Casual,Summer,59,Poor Match
Tshirts,Green,Casual,Fall,Jeans,Navy Blue,Casual,Summer,Sports Shoes,White,Sports,Summer,47,Poor Match
Tshirts,Green,Casual,Fall,Track Pants,Black,Casual,Summer,Casual Shoes,Black,Casual,Summer,70,Moderately Compatible
Shirts,Purple,Casual,Summer,Track Pants,Navy Blue,Sports,Summer,Casual Shoes,Brown,Casual,Summer,58,Poor Match
Tshirts,Red,Casual,Fall,Shorts,Black,Sports,Fall,Sports Shoes,Black,Sports,Summer,50,Poor Match
Shirts,Purple,Casual,Summer,Track Pants,Black,Casual,Fall,Casual Shoes,White,Casual,Spring,62,Moderately Compatible
Tshirts,Black,Sports,Fall,Shorts,Brown,Sports,Summer,Sports Shoes,White,Sports,Fall,82,Highly Compatible
Tshirts,Charcoal,Casual,Summer,Shorts,Black,Sports,Winter,Casual Shoes,White,Casual,Spring,42,Poor Match
Shirts,Olive,Casual,Summer,Track Pants,Grey,Sports,Summer,Sports Shoes,Silver,Sports,Summer,53,Poor Match
Shirts,Brown,Casual,Fall,Trousers,Blue,Formal,Fall,Sports Shoes,Blue,Sports,Summer,28,Poor Match
Shirts,Red,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,White,Casual,Fall,62,Moderately Compatible
Tshirts,Navy Blue,Casual,Summer,Shorts,Brown,Sports,Summer,Casual Shoes,Black,Casual,Summer,73,Moderately Compatible
Shirts,Green,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Fall,62,Moderately Compatible
Sweatshirts,Purple,Casual,Fall,Shorts,Black,Sports,Winter,Sports Shoes,Silver,Sports,Summer,28,Poor Match
Shirts,Orange,Formal,Summer,Trousers,Black,Casual,Summer,Casual Shoes,Navy Blue,Casual,Summer,62,Moderately Compatible
Tshirts,White,Casual,Summer,Shorts,Blue,Casual,Summer,Casual Shoes,Brown,Casual,Summer,83,Highly Compatible
Tshirts,Black,Sports,Fall,Track Pants,Black,Casual,Summer,Sports Shoes,Black,Sports,Spring,60,Moderately Compatible
Shirts,Red,Formal,Fall,Shorts,Red,Casual,Fall,Casual Shoes,Blue,Casual,Summer,38,Poor Match
Shirts,White,Casual,Fall,Jeans,Blue,Casual,Fall,Casual Shoes,Grey,Casual,Fall,83,Highly Compatible
Tshirts,Green,Casual,Summer,Track Pants,Black,Casual,Summer,Casual Shoes,White,Casual,Summer,79,Moderately Compatible
Tshirts,Blue,Casual,Fall,Trousers,Black,Casual,Fall,Casual Shoes,White,Casual,Fall,81,Highly Compatible
Shirts,Blue,Formal,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Brown,Casual,Summer,53,Poor Match
Jackets,Red,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Brown,Casual,Winter,50,Poor Match
Tshirts,White,Casual,Summer,Trousers,Brown,Casual,Fall,Casual Shoes,Black,Casual,Fall,81,Highly Compatible
Shirts,Orange,Formal,Summer,Track Pants,Grey,Sports,Summer,Casual Shoes,White,Casual,Fall,32,Poor Match
Tshirts,Grey,Casual,Summer,Shorts,Black,Casual,Summer,Sports Shoes,White,Sports,Summer,85,Highly Compatible
Tshirts,Purple,Casual,Fall,Trousers,Black,Formal,Fall,Casual Shoes,Black,Casual,Summer,51,Poor Match
Tshirts,Brown,Casual,Fall,Jeans,Blue,Casual,Fall,Formal Shoes,Black,Formal,Fall,57,Poor Match
Tshirts,White,Casual,Fall,Track Pants,Black,Casual,Fall,Sports Shoes,Black,Sports,Summer,86,Highly Compatible
Tshirts,Green,Casual,Summer,Track Pants,Charcoal,Sports,Summer,Sports Shoes,White,Sports,Fall,47,Poor Match
Tshirts,White,Casual,Fall,Trousers,Khaki,Formal,Fall,Sports Shoes,Blue,Sports,Summer,28,Poor Match
Tshirts,Blue,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Fall,67,Moderately Compatible
Shirts,Brown,Casual,Summer,Trousers,Black,Casual,Fall,Casual Shoes,White,Casual,Summer,82,Highly Compatible
Tshirts,Green,Casual,Fall,Trousers,Beige,Casual,Fall,Casual Shoes,Navy Blue,Casual,Summer,69,Moderately Compatible
Shirts,White,Formal,Summer,Trousers,Charcoal,Formal,Fall,Casual Shoes,Beige,Casual,Winter,41,Poor Match
Tshirts,White,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Fall,81,Highly Compatible
Tshirts,Navy Blue,Casual,Summer,Trousers,Cream,Formal,Fall,Casual Shoes,Brown,Casual,Winter,37,Poor Match
Tshirts,Black,Casual,Summer,Trousers,Black,Formal,Summer,Sports Shoes,Black,Sports,Summer,52,Poor Match
Shirts,Red,Casual,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,White,Sports,Fall,37,Poor Match
Tshirts,Pink,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Fall,73,Moderately Compatible
Tshirts,Grey,Casual,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,White,Sports,Fall,52,Poor Match
Tshirts,Grey,Casual,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,Black,Sports,Summer,57,Poor Match
Tshirts,Navy Blue,Casual,Fall,Trousers,Black,Casual,Fall,Casual Shoes,White,Casual,Fall,92,Highly Compatible
Shirts,Yellow,Casual,Fall,Shorts,Black,Sports,Summer,Casual Shoes,Black,Casual,Summer,52,Poor Match
Tshirts,Black,Sports,Fall,Shorts,Navy Blue,Sports,Summer,Sports Shoes,Black,Sports,Summer,81,Highly Compatible
Shirts,Yellow,Casual,Fall,Shorts,Grey Melange,Sports,Summer,Casual Shoes,Blue,Casual,Summer,43,Poor Match
Shirts,Navy Blue,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,White,Casual,Fall,70,Moderately Compatible
Tshirts,Black,Casual,Summer,Shorts,Navy Blue,Casual,Summer,Casual Shoes,Black,Casual,Fall,78,Moderately Compatible
Tshirts,Black,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Brown,Casual,Summer,91,Highly Compatible
Tshirts,White,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Summer,91,Highly Compatible
Tshirts,Green,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Mushroom Brown,Casual,Winter,73,Moderately Compatible
Tshirts,Blue,Sports,Fall,Shorts,Navy Blue,Sports,Fall,Sports Shoes,White,Sports,Summer,67,Moderately Compatible
Tshirts,Pink,Casual,Summer,Shorts,Black,Sports,Fall,Sports Shoes,White,Sports,Fall,53,Poor Match
Tshirts,Purple,Casual,Fall,Shorts,Black,Sports,Fall,Sports Shoes,Grey,Sports,Summer,50,Poor Match
Tshirts,Blue,Casual,Summer,Shorts,White,Casual,Fall,Casual Shoes,Brown,Casual,Winter,57,Poor Match
Tshirts,Brown,Casual,Summer,Track Pants,Navy Blue,Sports,Summer,Casual Shoes,Blue,Casual,Summer,58,Poor Match
Tshirts,Grey,Casual,Summer,Jeans,Navy Blue,Casual,Summer,Casual Shoes,Beige,Casual,Winter,88,Highly Compatible
Tshirts,Purple,Casual,Summer,Shorts,Green,Casual,Summer,Casual Shoes,Black,Casual,Fall,60,Moderately Compatible
Tshirts,White,Casual,Summer,Shorts,Navy Blue,Sports,Fall,Sports Shoes,White,Sports,Summer,72,Moderately Compatible
Tshirts,Purple,Casual,Fall,Jeans,Blue,Casual,Fall,Casual Shoes,Black,Casual,Winter,69,Moderately Compatible
Tshirts,White,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Beige,Casual,Winter,78,Moderately Compatible
Shirts,Pink,Casual,Summer,Shorts,White,Casual,Fall,Sports Shoes,White,Sports,Summer,49,Poor Match
Tshirts,Black,Sports,Fall,Shorts,Black,Sports,Fall,Sports Shoes,Blue,Sports,Summer,71,Moderately Compatible
Kurtas,Maroon,Ethnic,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Fall,41,Poor Match
Shirts,Pink,Casual,Summer,Jeans,Navy Blue,Casual,Summer,Casual Shoes,Black,Casual,Fall,71,Moderately Compatible
Tshirts,Purple,Casual,Fall,Trousers,Black,Formal,Fall,Sports Shoes,Grey,Sports,Summer,33,Poor Match
Shirts,Green,Casual,Summer,Jeans,Blue,Casual,Fall,Casual Shoes,White,Casual,Fall,62,Moderately Compatible
Tshirts,Purple,Casual,Fall,Shorts,Grey Melange,Sports,Summer,Casual Shoes,Brown,Casual,Winter,28,Poor Match
Jackets,Red,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Fall,60,Moderately Compatible
Shirts,Red,Casual,Summer,Shorts,Black,Sports,Fall,Casual Shoes,Brown,Casual,Summer,51,Poor Match
Jackets,Red,Sports,Fall,Trousers,Black,Casual,Fall,Casual Shoes,White,Casual,Summer,51,Poor Match
Shirts,Red,Casual,Summer,Shorts,Navy Blue,Sports,Summer,Sports Shoes,White,Sports,Summer,60,Moderately Compatible
Shirts,Purple,Casual,Fall,Track Pants,Charcoal,Sports,Summer,Casual Shoes,Brown,Casual,Winter,28,Poor Match
Tshirts,Pink,Casual,Summer,Shorts,Grey,Sports,Fall,Sports Shoes,White,Sports,Fall,51,Poor Match
Tshirts,Navy Blue,Casual,Summer,Shorts,Grey,Sports,Fall,Casual Shoes,Black,Casual,Fall,62,Moderately Compatible
Shirts,Grey,Casual,Fall,Track Pants,Grey,Sports,Summer,Sports Shoes,Grey,Sports,Summer,59,Poor Match
Tshirts,Green,Casual,Summer,Shorts,Navy Blue,Sports,Summer,Casual Shoes,Brown,Casual,Summer,61,Moderately Compatible
Tshirts,Grey,Casual,Fall,Trousers,Khaki,Formal,Fall,Casual Shoes,Brown,Casual,Summer,51,Poor Match
Tshirts,Blue,Casual,Summer,Track Pants,Black,Sports,Fall,Sports Shoes,Black,Sports,Summer,58,Poor Match
Tshirts,Green,Casual,Fall,Shorts,Green,Casual,Summer,Sports Shoes,Grey,Sports,Summer,41,Poor Match
Tshirts,White,Casual,Summer,Shorts,Black,Sports,Winter,Sports Shoes,Blue,Sports,Summer,66,Moderately Compatible
Tshirts,White,Casual,Summer,Shorts,White,Casual,Fall,Casual Shoes,Red,Casual,Winter,61,Moderately Compatible
Tshirts,Green,Casual,Summer,Trousers,Green,Casual,Fall,Casual Shoes,Black,Casual,Fall,63,Moderately Compatible
Shirts,Purple,Casual,Summer,Shorts,Black,Sports,Winter,Casual Shoes,White,Casual,Fall,42,Poor Match
Jackets,Blue,Sports,Fall,Trousers,Black,Formal,Fall,Casual Shoes,Black,Casual,Summer,33,Poor Match
Shirts,Red,Casual,Summer,Track Pants,Navy Blue,Sports,Summer,Casual Shoes,White,Casual,Summer,57,Poor Match
Tshirts,Green,Casual,Summer,Trousers,Khaki,Formal,Fall,Casual Shoes,Black,Casual,Summer,38,Poor Match
Tshirts,Black,Casual,Summer,Jeans,Blue,Casual,Fall,Formal Shoes,Black,Formal,Winter,43,Poor Match
Tshirts,White,Casual,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,Silver,Sports,Summer,51,Poor Match
Shirts,White,Formal,Summer,Trousers,Grey,Casual,Summer,Casual Shoes,Brown,Casual,Winter,59,Poor Match
Tshirts,Blue,Casual,Summer,Trousers,Grey,Casual,Fall,Sports Shoes,Black,Sports,Summer,50,Poor Match
Shirts,White,Formal,Summer,Shorts,Grey Melange,Sports,Summer,Sports Shoes,Grey,Sports,Summer,60,Moderately Compatible
Tshirts,White,Casual,Fall,Trousers,Grey,Casual,Summer,Casual Shoes,Black,Casual,Fall,82,Highly Compatible
Shirts,Purple,Casual,Fall,Trousers,Khaki,Formal,Fall,Casual Shoes,Navy Blue,Casual,Fall,48,Poor Match
Tshirts,Brown,Casual,Fall,Trousers,Brown,Casual,Fall,Sports Shoes,Grey,Sports,Fall,72,Moderately Compatible
Tshirts,Green,Casual,Summer,Shorts,Navy Blue,Sports,Summer,Casual Shoes,Black,Casual,Fall,48,Poor Match
Tshirts,Grey,Casual,Summer,Shorts,Black,Casual,Summer,Casual Shoes,Red,Sports,Summer,76,Moderately Compatible
Jackets,Red,Casual,Fall,Trousers,Blue,Formal,Fall,Sports Shoes,Blue,Sports,Fall,32,Poor Match
Tshirts,Blue,Casual,Summer,Shorts,Black,Casual,Summer,Sports Shoes,White,Sports,Fall,50,Poor Match
Tshirts,Purple,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Navy Blue,Casual,Summer,67,Moderately Compatible
Tshirts,Purple,Casual,Fall,Trousers,Grey,Casual,Summer,Sports Shoes,Black,Sports,Summer,51,Poor Match
Tshirts,Black,Casual,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,White,Sports,Summer,62,Moderately Compatible
Shirts,Black,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Fall,68,Moderately Compatible
Tshirts,Green,Casual,Fall,Shorts,Black,Sports,Fall,Sports Shoes,White,Casual,Summer,47,Poor Match
Tshirts,Green,Sports,Fall,Jeans,Navy Blue,Casual,Summer,Sports Shoes,White,Sports,Fall,47,Poor Match
Shirts,Purple,Formal,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Summer,40,Poor Match
Tshirts,Blue,Casual,Fall,Shorts,Black,Sports,Fall,Sports Shoes,Grey,Sports,Summer,51,Poor Match
Tshirts,White,Casual,Summer,Trousers,Charcoal,Formal,Fall,Formal Shoes,Black,Formal,Winter,43,Poor Match
Tshirts,Blue,Casual,Summer,Track Pants,Black,Sports,Fall,Sports Shoes,Black,Sports,Summer,58,Poor Match
Tshirts,Grey,Casual,Fall,Track Pants,Navy Blue,Sports,Summer,Casual Shoes,Brown,Casual,Summer,61,Moderately Compatible
Tshirts,Green,Casual,Summer,Jeans,Blue,Casual,Fall,Formal Shoes,Brown,Formal,Winter,32,Poor Match
Tshirts,Charcoal,Casual,Summer,Trousers,Black,Casual,Fall,Formal Shoes,Black,Formal,Winter,37,Poor Match
Tshirts,Green,Casual,Fall,Trousers,Grey,Casual,Fall,Casual Shoes,White,Casual,Summer,72,Moderately Compatible
Shirts,Navy Blue,Casual,Summer,Trousers,Black,Casual,Summer,Casual Shoes,Brown,Casual,Summer,91,Highly Compatible
Tshirts,Charcoal,Casual,Summer,Shorts,Black,Casual,Fall,Casual Shoes,Navy Blue,Casual,Fall,73,Moderately Compatible
Tshirts,Black,Casual,Summer,Trousers,Black,Formal,Fall,Sports Shoes,White,Sports,Fall,43,Poor Match
Jackets,Blue,Sports,Fall,Trousers,Grey,Casual,Fall,Casual Shoes,Black,Casual,Fall,57,Poor Match
Shirts,Olive,Casual,Summer,Shorts,Red,Sports,Summer,Casual Shoes,Brown,Casual,Summer,47,Poor Match
Tshirts,Yellow,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Navy Blue,Casual,Summer,78,Moderately Compatible
Tshirts,Grey,Sports,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Summer,73,Moderately Compatible
Sweatshirts,Purple,Casual,Fall,Shorts,Grey,Sports,Fall,Casual Shoes,White,Casual,Fall,63,Moderately Compatible
Shirts,Purple,Formal,Fall,Trousers,Black,Casual,Fall,Casual Shoes,Green,Casual,Summer,40,Poor Match
Shirts,Brown,Casual,Fall,Track Pants,Black,Casual,Summer,Sports Shoes,Red,Sports,Summer,47,Poor Match
Tshirts,Blue,Casual,Fall,Shorts,Black,Casual,Summer,Sports Shoes,White,Casual,Summer,73,Moderately Compatible
Tshirts,White,Casual,Summer,Shorts,Grey,Casual,Summer,Casual Shoes,Mushroom Brown,Casual,Winter,69,Moderately Compatible
Tshirts,Navy Blue,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Brown,Casual,Winter,82,Highly Compatible
Tshirts,White,Casual,Summer,Track Pants,Black,Sports,Fall,Casual Shoes,Brown,Casual,Winter,64,Moderately Compatible
